Source,Approximate Word Count,Review Scope
articles/The_Physics_of_Golf/chapters/ch29_joint_damping_friction.tex,6402,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/quarto/ch26_remarkable_brain.qmd,6353,Indexed; Full Technical Audit Pending
articles/motion-control/chapter3.tex,6341,Full Configuration-Manifold Chapter Corrected Under #4169
articles/The_Geometry_of_Motion/Volume_II/chapters/ch02_curves_in_state_space.tex,6280,Full Curve-Chapter Correction #4168; Other Chapters Not Cleared
articles/The_Physics_of_Golf/chapters/ch19_aerodynamic_drag.tex,6268,Complete Aerodynamic Chapter Corrected Under #4164; Paired Derivations and Numerical Checks
articles/motion-control/chapter2.tex,6247,Full Curve-Chapter Correction #4168; Other Chapters Not Cleared
articles/The_Physics_of_Golf/quarto/ch20_soft_tissue_pliable.qmd,6208,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/quarto/ch22_anatomy_joint_modeling.qmd,6190,Spine-Loop Cross-Reference Corrected Under #4160; Full Audit Pending
articles/technology-motion-capture.qmd,6174,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/chapters/ch25_motor_learning.tex,6146,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/chapters/ch17_muscle_force_generation.tex,6139,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/chapters/ch11_flexible_shaft.tex,6049,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/quarto/ch27_passive_distributed_control.qmd,6006,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/chapters/ch27_passive_distributed_control.tex,5952,Indexed; Full Technical Audit Pending
articles/controllability-drift-ratio.qmd,5940,Indexed; Full Technical Audit Pending
articles/motion-control/chapter4.tex,3571,"Full Orbital Stability Correction #4171; Numerical, PDF, and Web Verification Complete"
articles/technology-force-measurement.qmd,5880,Targeted Corrections in This Pass; Route Clearance Not Implied
articles/The_Geometry_of_Motion/Volume_II/chapters/ch04_orbital_stability_and_transver.tex,3378,"Full Orbital Stability Correction #4171; Numerical, PDF, and Web Verification Complete"
articles/The_Physics_of_Golf/chapters/ch12_fascia.tex,5825,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/chapters/ch08_triple_pendulum.tex,5821,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/chapters/ch24_motor_control_brain.tex,5761,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/quarto/ch29_joint_damping_friction.qmd,5760,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/quarto/ch25_motor_learning.qmd,5711,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/chapters/ch05_affine_structure.tex,5681,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/chapters/ch07_constraint_forces.tex,5671,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/quarto/ch19_aerodynamic_drag.qmd,5654,Complete Aerodynamic Chapter Corrected Under #4164; Paired Derivations and Numerical Checks
articles/The_Physics_of_Golf/quarto/ch31_swing_plane_launch.qmd,5651,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/quarto/ch11_flexible_shaft.qmd,5642,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/Advanced/Contraction_Tangent_Unification.qmd,5593,Full Source Pass for #4158; Route Clearance Not Implied
articles/The_Physics_of_Golf/chapters/ch03_double_pendulum.tex,5536,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/quarto/ch10_energy_transfer.qmd,5530,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/quarto/ch12_fascia.qmd,5443,Indexed; Full Technical Audit Pending
articles/strokes-gained-limitations.qmd,5375,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/chapters/ch16_muscle_to_joint_torques.tex,5283,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/chapters/ch04_forces_and_torques.tex,5242,Indexed; Full Technical Audit Pending
articles/null-space-constraint-jacobian.qmd,5174,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch30_curiosity_and_review.qmd,5123,Indexed; Full Technical Audit Pending
articles/theory-part3.qmd,2123,Full Counterfactual/Invariance/Evidence Review #4190; Mathematical and Web Verification Complete
articles/The_Physics_of_Golf/quarto/ch24_motor_control_brain.qmd,5072,Indexed; Full Technical Audit Pending
content/wrist-as-universal-joint/Wrist_Universal_Claude.tex,5067,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/chapters/ch15_ground_reaction_forces.tex,5021,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/quarto/ch17_muscle_force_generation.qmd,5017,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_II/chapters/ch01_throwing_away_the_target.tex,4974,Full Introduction Correction #4166; Other Chapters Not Cleared
articles/proximal_distal_energy_transfer/chapters/_ch03d_shoulder_velocity_transfer.qmd,4970,Immutable Upstream Publication; No Local Source Edit
articles/The_Physics_of_Golf/chapters/ch30b_induced_acceleration.tex,4969,Indexed; Full Technical Audit Pending
articles/rotation-induced-spin.qmd,1910,"Complete Substantive Review and Mathematical/Web Verification #4197; Contact and Reference-Frame Assumptions, Numerical Examples and Evidence Limits Corrected"
articles/proximal_distal_energy_transfer/chapters/_ch05_two_hand_wrench.qmd,4913,Immutable Upstream Publication; No Local Source Edit
articles/putting-roll-models.qmd,4774,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/chapters/ch06_zero_torque_counterfactual.tex,4772,Indexed; Full Technical Audit Pending
articles/motion-control/chapter1.tex,4762,Full Introduction Correction #4166; Other Chapters Not Cleared
articles/nonlinear-control-insights.qmd,4749,Indexed; Full Technical Audit Pending
articles/proximal_distal_energy_transfer/chapters/_ch03b_hand_path_attribution.qmd,4659,Immutable Upstream Publication; No Local Source Edit
articles/The_Physics_of_Golf/quarto/ch07_constraint_forces.qmd,4657,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/quarto/ch16_muscle_to_joint_torques.qmd,4636,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/Advanced/Residual-Aware_Control_CRITIC.qmd,4625,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/Advanced/Hybrid_Tangent_LAYMAN.qmd,4607,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/quarto/ch08_triple_pendulum.qmd,4364,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/Advanced/Contraction_Tangent_LAYMAN.qmd,4309,Indexed; Full Technical Audit Pending
articles/proximal_distal_energy_transfer/chapters/_ch02_mechanics.qmd,4226,Immutable Upstream Publication; No Local Source Edit
articles/The_Physics_of_Golf/chapters/ch02_language_of_motion.tex,4171,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/quarto/ch06_zero_torque_counterfactual.qmd,4157,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/quarto/ch30b_induced_acceleration.qmd,4131,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/quarto/ch04_forces_and_torques.qmd,4129,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-contraction/manuscript/tangent-hyperplane-contraction.tex,4104,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/quarto/ch03_double_pendulum.qmd,4092,Indexed; Full Technical Audit Pending
articles/force-mobility-matrices.qmd,4048,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/quarto/ch05_affine_structure.qmd,3916,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_III/chapters/ch01_biology_vs_engineering.tex,3891,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/chapters/ch01_why_physics.tex,3862,Indexed; Full Technical Audit Pending
articles/theory-part4.qmd,2481,Full Modal/Pendulum Appendix Review #4189; Mathematical and Web Verification Complete
articles/secondary-axis-stability.qmd,3375,Indexed; Full Technical Audit Pending
articles/zero-torque-counterfactual.qmd,3322,Indexed; Full Technical Audit Pending
articles/drift-components-wrench-double-pendulum.qmd,3276,Targeted Corrections in This Pass; Route Clearance Not Implied
articles/proximal_distal_energy_transfer/chapters/_ch03_interaction_forces.qmd,3270,Immutable Upstream Publication; No Local Source Edit
articles/The_Geometry_of_Motion/Volume_I/main.tex,3245,Indexed; Full Technical Audit Pending
articles/markerless-mocap-camera-selection.qmd,3243,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_I/chapters/ch05_optimal_control.tex,3213,Targeted Corrections in This Pass; Route Clearance Not Implied
articles/The_Geometry_of_Motion/quarto/ch05_optimal_control.qmd,3179,Targeted Corrections in This Pass; Route Clearance Not Implied
articles/The_Physics_of_Golf/quarto/ch02_language_of_motion.qmd,3156,Indexed; Full Technical Audit Pending
articles/reference-point-problem.qmd,1659,"Complete Substantive Review and Mathematical/Web Verification #4197; Contact and Reference-Frame Assumptions, Numerical Examples and Evidence Limits Corrected"
articles/proximal_distal_energy_transfer/chapters/_ch08b_momentum_transfer_questions.qmd,3035,Immutable Upstream Publication; No Local Source Edit
articles/The_Geometry_of_Motion/Volume_II/chapters/ch06_trajectory_optimization.tex,3227,"Full Trajectory Optimization Correction #4173; Numerical, PDF, and Web Verification Complete"
articles/technology-club-fitting.qmd,2975,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch29_whole_swing_ledger.qmd,2972,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/quarto/ch01_why_physics.qmd,2941,Indexed; Full Technical Audit Pending
articles/theory-part2.qmd,1834,Full Counterfactual/Invariance/Evidence Review #4190; Mathematical and Web Verification Complete
articles/green-simulation.qmd,2897,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_I/chapters/ch03b_induced_acceleration_biomechanics.tex,2889,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/Advanced/Residual-Aware_Control_LAYMAN.qmd,2815,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch12_two_hands_one_wrench.qmd,2749,Indexed; Full Technical Audit Pending
articles/impact-optimality-and-model-limits.qmd,2719,Indexed; Full Technical Audit Pending
articles/proximal_distal_energy_transfer/chapters/_ch05b_forward_two_hand.qmd,2710,Immutable Upstream Publication; No Local Source Edit
articles/Launch_Monitor_Technology_Review/sections/appendix-e-screw-kinematics.tex,2709,Indexed; Full Technical Audit Pending
articles/proximal_distal_energy_transfer/chapters/_ch06_shaft_contributions.qmd,2702,Immutable Upstream Publication; No Local Source Edit
articles/technology-heavy-hit-impact-coupling.qmd,2646,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch20_plane_to_space.qmd,2632,Indexed; Full Technical Audit Pending
articles/Launch_Monitor_Technology_Review/sections/appendix-a-references.tex,2628,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch16_ground_conversation.qmd,2588,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_IV/chapters/ch04_shallow_wide.tex,2579,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/quarto/vol0_ch01_linear_algebra.qmd,2569,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/TABLE_OF_CONTENTS.qmd,2568,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch10_force_work_motion.qmd,2559,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch09_force_direction.qmd,2545,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_III/chapters/ch03_muscle_models.tex,2536,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/chapters/ch09b_passive_stabilization.tex,2403,Targeted Corrections in This Pass; Route Clearance Not Implied
articles/bosch_integration/golf_chapter/ch09b_passive_stabilization.tex,2403,Targeted Corrections in This Pass; Route Clearance Not Implied
articles/_generated/proximal-distal-falsification-atlas.qmd,2393,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/quarto/ch03b_induced_acceleration_biomechanics.qmd,2392,Indexed; Full Technical Audit Pending
content/inverse-dynamics-analysis/Drafts/Inverse_Dynamics_ChatGPT_Technical.tex,2392,Indexed; Full Technical Audit Pending
articles/tangent-hyperplane-articles/CRITICS_CORNER.qmd,2388,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch15_shaft_memory.qmd,2385,Indexed; Full Technical Audit Pending
articles/proximal_distal_energy_transfer/chapters/_ch06b_coupled_base_flex.qmd,2330,Immutable Upstream Publication; No Local Source Edit
articles/proximal_distal_energy_transfer/chapters/_ch06cc_spatial_forward_contact.qmd,2328,Immutable Upstream Publication; No Local Source Edit
articles/The_Physics_of_Golf/quarto/ch09b_passive_stabilization.qmd,2324,Targeted Corrections in This Pass; Route Clearance Not Implied
articles/proximal_distal_companion/chapters/ch14_arms_wrists_preload.qmd,2261,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_II/chapters/ch07_funnel_synthesis.tex,4071,"Full Funnel Synthesis Correction #4175; Numerical, PDF, and Web Verification Complete"
articles/proximal_distal_companion/chapters/ch01_follow_the_energy.qmd,2243,Indexed; Full Technical Audit Pending
content/inverse-dynamics-analysis/Drafts/Inverse_Dynamics_ChatGPT_Layperson.tex,2230,Indexed; Full Technical Audit Pending
articles/proximal_distal_energy_transfer/chapters/_ch07_results.qmd,2223,Immutable Upstream Publication; No Local Source Edit
articles/proximal_distal_energy_transfer/chapters/_ch07b_frames_biology_engines.qmd,2182,Immutable Upstream Publication; No Local Source Edit
articles/motion-control/chapter5.tex,2175,Targeted Corrections in This Pass; Route Clearance Not Implied
articles/proximal_distal_companion/chapters/ch03_state_snapshot.qmd,2148,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch23_robustly_fast.qmd,2144,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch04_geometry_machine.qmd,2141,Indexed; Full Technical Audit Pending
articles/Launch_Monitor_Technology_Review/sections/appendix-d-patent-compendium.tex,2133,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/quarto/vol0_ch07_recursive_algorithms.qmd,2131,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch05_speed_energy_power.qmd,2101,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch24_measured_golfers.qmd,2100,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch17_moving_base.qmd,2098,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch27_open_evidence.qmd,2098,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch02_choose_the_system.qmd,2095,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch25_biological_ambiguity.qmd,2093,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch06_constraints_push_back.qmd,2088,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch26_experiment_can_say_no.qmd,2087,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch19_model_ladder.qmd,2082,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch07_one_pendulum_to_two.qmd,2080,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch21_sensitivity_identifiability.qmd,2077,Indexed; Full Technical Audit Pending
articles/proximal_distal_energy_transfer/chapters/_ch06bc_torque_allocation_preload.qmd,2077,Immutable Upstream Publication; No Local Source Edit
articles/proximal_distal_companion/chapters/ch08_summation_of_speed.qmd,2075,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch13_negative_torque.qmd,2073,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch22_timing_state_question.qmd,2066,Indexed; Full Technical Audit Pending
articles/lagrangian-reference.qmd,2060,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch18_forward_model.qmd,2052,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch28_practical_synthesis.qmd,2051,Indexed; Full Technical Audit Pending
articles/proximal_distal_companion/chapters/ch11_counterfactual_scissors.qmd,2045,Indexed; Full Technical Audit Pending
articles/proximal_distal_energy_transfer/chapters/_ch09_conclusions.qmd,2042,Immutable Upstream Publication; No Local Source Edit
articles/ideomotor-theory-and-predictive-brain.qmd,2032,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/chapters/ch28_impact_collision.tex,2029,Targeted Corrections in This Pass; Route Clearance Not Implied
articles/Launch_Monitor_Technology_Review/sections/04-radar-systems.tex,2002,Indexed; Full Technical Audit Pending
articles/screw-theory-reference.qmd,2002,Indexed; Full Technical Audit Pending
articles/passive-distributed-control.qmd,2001,Indexed; Full Technical Audit Pending
articles/motion-control/chapter6.tex,3409,"Full Trajectory Optimization Correction #4173; Numerical, PDF, and Web Verification Complete"
articles/proximal_distal_energy_transfer/chapters/_ch06d_uncertainty_control.qmd,1960,Immutable Upstream Publication; No Local Source Edit
articles/proximal_distal_energy_transfer/chapters/_ch03c_ground_reaction_drift.qmd,1959,Immutable Upstream Publication; No Local Source Edit
articles/Launch_Monitor_Technology_Review/sections/03-impact-physics.tex,1949,Indexed; Full Technical Audit Pending
articles/The_Geometry_of_Motion/Volume_IV/chapters/ch01_dof_problem.tex,1941,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/quarto/ch15_ground_reaction_forces.qmd,1901,Indexed; Full Technical Audit Pending
articles/The_Physics_of_Golf/quarto/ch28_impact_collision.qmd,1859,Targeted Corrections in This Pass; Route Clearance Not Implied
articles/proximal_distal_energy_transfer/chapters/_ch04_counterfactual_ensemble.qmd,1854,Immutable Upstream Publication; No Local Source Edit
articles/rotation-representations-reference.qmd,1849,Indexed; Full Technical Audit Pending
articles/Launch_Monitor_Technology_Review/sections/11-validation-program.tex,1841,Indexed; Full Technical Audit Pending
articles/proximal_distal_energy_transfer/chapters/_appendices.qmd,1837,Immutable Upstream Publication; No Local Source Edit
articles/The_Geometry_of_Motion/Volume_II/chapters/ch05_underactuation_and_passive_dyn.tex,1823,Targeted Corrections in This Pass; Route Clearance Not Implied
articles/proximal_distal_energy_transfer/chapters/_ch03ba_coordinate_force_sources.qmd,1785,Immutable Upstream Publication; No Local Source Edit
articles/The_Geometry_of_Motion/Volume_III/chapters/ch02_musculoskeletal_conventions.tex,1772,Indexed; Full Technical Audit Pending
